nFinIndID	sPeriodType	nTB	nOSB	nVSP	nClientID	nProductMK	nProductGID	nCompanyGroupID	nChannelMK	nChannelGID	nSegmentMK	nSegmentGID	dtDate	nServiceChannelMK	sServiceChannelCd	nAdjTypeID	nPayTermId	nUFIID	nEFIID	nOrgProfitCenterGID	dvalue	nSegmentGID_RB	nSegmentGID_KIB	nIndustryGID
17	M	99	-1	-1	30099310026	4060100	2059099	4	3080	173099	20402	101799	30.09.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
17	M	13	8596	-1	31221661026	11040393	2059199	1	3080	172799	20402	101799	28.02.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	52	8631	-1	666151126	11040407	2058399	4	3080	172799	20201	102299	30.06.2018	1	MASS	-2	-1	900238	125	150599	1	-1	102299	?
10	M	52	8619	753	956627526	11040407	2058399	4	3080	172799	20402	101799	28.02.2021	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
17	M	55	9055	28	870456126	4130800	2059599	1	3080	173099	20402	101799	31.05.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	99	-1	-1	1187170626	11040407	2058399	4	3080	172799	20402	101799	29.02.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
17	M	54	8623	0	29855820026	4080000	2058699	4	3080	172799	20402	101799	31.03.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	49	-1	0	982050826	11040407	2058399	4	3080	172799	20402	101799	31.12.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	99	-1	-1	1120576326	4080000	2058699	4	3080	173099	20402	101799	31.03.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	101799	?
17	M	16	29	29	670216226	11040407	2058399	4	3080	173099	20201	102299	29.02.2020	1	MASS	9001	-1	-1	?	158799	1	-1	102299	?
13	M	99	-1	-1	1111865126	4080000	2058699	4	3080	173099	20402	101799	30.04.2020	1	MASS	9000	0	900244	1030	158799	-2	-1	101799	?
10	M	55	8617	8617	956744226	4080000	2058699	4	3080	172799	20202	102099	30.04.2021	1	MASS	9001	-1	900238	125	158799	1	-1	102099	?
11	M	99	-1	-1	1197082726	11040407	2058399	4	3080	173099	20402	101799	31.07.2020	1	MASS	9000	0	900241	1029	158799	-2	-1	101799	?
10	M	13	8594	4	56795644042	11040407	2058399	4	3080	173099	20401	102199	30.06.2021	1	MASS	9001	-1	900238	125	158799	2	-1	102199	?
10	M	40	8639	3	1222072326	4130800	2059599	1	3080	173099	20402	101799	31.12.2020	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
17	M	55	8617	8617	987964226	4060100	2059099	4	3080	172799	20402	101799	31.03.2020	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
13	M	42	8610	3	917605826	4130104	2922399	2	3080	173099	20402	101799	31.10.2020	1	MASS	-2	-1	900244	1030	158799	1	-1	101799	?
10	M	52	8619	15	30556938026	4060100	2059099	4	3080	173099	20402	101799	30.11.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	52	5230	142	664900026	11040407	2058399	4	3080	172799	20402	101799	30.06.2020	1	MASS	9001	-1	900238	125	158799	3	-1	101799	?
1	M	52	5230	9	29896985026	11040393	2059199	6	3080	173099	20402	101799	31.01.2020	1	MASS	60001	-1	5000012	1865	148199	625	-1	101799	?
1	M	40	1024	-1	692138726	11040407	2058399	4	3080	173099	20402	101799	30.06.2021	1	MASS	9001	-1	10601043	1034	158799	9214,83	-1	101799	?
10	M	99	-1	-1	823485326	11040407	2058399	4	3080	172799	20202	102099	31.07.2020	1	MASS	9000	0	900238	125	158799	-2	-1	102099	?
10	M	44	8615	8	870067026	4060100	2059099	4	3080	173099	20402	101799	31.03.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	16	8597	-1	969724426	4130200	2058599	2	3080	173099	20402	101799	31.05.2019	1	MASS	-2	-1	900238	125	148199	2	-1	101799	?
10	M	55	9055	23	661506626	4130900	2060699	2	3080	173099	20401	102199	31.10.2019	1	MASS	-2	-1	900238	125	151999	1	-1	102199	?
10	M	52	8632	-1	992849226	11040407	2058399	4	3080	172799	20202	102099	31.01.2021	1	MASS	9001	-1	900238	125	158799	2	-1	102099	?
10	M	44	8616	2	1234502926	11040407	2058399	4	3080	173099	20402	101799	31.01.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	40	8604	2	702705926	4060100	2059099	4	3080	173099	20402	101799	30.06.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
17	M	44	8644	8644	952285926	11040407	2058399	4	3080	173099	20402	101799	28.02.2021	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
17	M	99	-1	-1	661754726	11040407	2058399	4	3080	172799	20202	102099	31.08.2020	1	MASS	9000	0	-1	?	158799	-9	-1	102099	?
11	M	99	-1	-1	661877926	4080000	2058699	4	3080	173099	20202	102099	30.04.2020	1	MASS	9000	0	900241	1029	158799	-2	-1	102099	?
17	M	67	1790	20299	29408830026	11040393	2059199	1	3080	173099	20402	101799	30.04.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	70	8556	1	908706426	4060100	2059099	4	3080	173099	20402	101799	31.03.2020	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
10	M	18	8586	-1	29120255026	11040407	2058399	4	3080	173099	20202	102099	31.12.2020	1	MASS	9001	-1	900238	125	158799	2	-1	102099	?
17	M	38	9038	-1	30865451026	11040393	2059199	1	3080	172799	20402	101799	28.02.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
1	M	42	8610	9	758936226	4130104	2922399	2	3080	173099	20402	101799	31.10.2019	1	MASS	-2	-1	5000010	1865	148199	550	-1	101799	?
17	M	42	6984	10	987220326	4130800	2059599	1	3080	173099	20402	101799	30.06.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	99	-1	-1	1030735726	11040407	2058399	4	3080	173099	20402	101799	29.02.2020	1	MASS	9000	0	900238	125	158799	-3	-1	101799	?
10	M	42	8610	-1	863542026	11040407	2058399	4	3080	172799	20402	101799	30.09.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	52	5221	10	672816126	11040407	2058399	4	3080	173099	20402	101799	31.08.2020	1	MASS	9001	-1	-1	?	158799	2	-1	101799	?
17	M	99	-1	-1	924194026	11040407	2058399	4	3080	173099	20401	102199	31.07.2020	1	MASS	9000	0	-1	?	158799	-1	-1	102199	?
11	M	52	5230	9	990788826	4130800	2059599	2	3080	173099	20402	101799	30.04.2021	1	MASS	-2	-1	900241	1029	158799	1	-1	101799	?
17	M	99	-1	-1	665635626	11040407	2058399	4	3080	172799	10100	101699	31.07.2021	1	MASS	9000	-1	-1	?	158799	-3	-1	101699	?
17	M	18	8586	-1	672014026	11040407	2058399	4	3080	172799	20202	102099	28.02.2021	1	MASS	9001	-1	-1	?	158799	2	-1	102099	?
10	M	42	8611	10	29232573026	4080000	2058699	4	3080	173099	20401	102199	31.07.2021	1	MASS	9001	-1	900238	125	158799	1	-1	102199	?
10	M	52	5230	-1	856337926	4080000	2058699	4	3080	173099	20402	101799	30.04.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	40	17	2	669385026	4060100	2059099	4	3080	173099	20402	101799	31.01.2020	1	MASS	9001	-1	900238	125	158799	5	-1	101799	?
17	M	42	8612	-1	754360826	11040407	2058399	4	3080	173099	20402	101799	31.01.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	40	17	-1	931458626	11040407	2058399	4	3080	173099	20402	101799	31.08.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	13	9013	9013	665982826	11040407	2058399	4	3080	173099	20202	102099	31.10.2018	1	MASS	-2	-1	900238	125	152299	1	-1	102099	?
17	M	54	8588	2	1154886926	11040407	2058399	4	3080	173099	20401	102199	30.11.2020	1	MASS	9001	-1	-1	?	158799	1	-1	102199	?
10	M	18	8601	8601	924639326	11040407	2058399	4	3080	173099	20402	101799	31.12.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	52	5230	173	994291926	11040407	2058399	4	3080	172799	20401	102199	30.09.2020	1	MASS	9001	-1	900238	125	158799	3	-1	102199	?
17	M	54	1039	-1	30788888026	11040393	2059199	1	3080	172799	20402	101799	30.06.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	55	8638	-1	1004694326	11040407	2058399	4	3080	172799	20401	102199	30.04.2020	1	MASS	9001	-1	-1	?	158799	1	-1	102199	?
10	M	13	8594	1	1025080226	4080000	2058699	4	3080	173099	20402	101799	31.10.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	54	8621	2	907209826	4060100	2059099	4	3080	173099	20401	102199	31.03.2021	1	MASS	9001	-1	900238	125	158799	1	-1	102199	?
17	M	42	8613	-1	757022626	11040407	2058399	4	3080	173099	20402	101799	31.12.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	40	1026	43	51691800042	4130104	2922399	2	3080	173099	20402	101799	31.07.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	54	6991	6991	915854726	4060100	2059099	4	3080	173099	20402	101799	31.01.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	52	8619	-1	1005072426	11040407	2058399	4	3080	173099	20402	101799	31.01.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
17	M	42	8610	5	773687326	11040407	2058399	4	3080	173099	20402	101799	31.05.2021	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
17	M	13	8592	8592	666026326	11040407	2058399	4	3080	172799	20401	102199	30.11.2019	1	MASS	-2	-1	-1	?	151999	2	-1	102199	?
10	M	16	8369	1	908090926	11040393	2059199	1	3080	173099	20402	101799	30.09.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	99	-1	-1	1055258126	11040407	2058399	4	3080	172799	20300	101899	30.04.2021	1	MASS	9000	-1	-1	?	158799	-1	-1	101899	?
17	M	52	5221	4	1222669426	11040393	2059199	1	3080	173099	20402	101799	31.08.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	99	-1	-1	1006505726	11040407	2058399	4	3080	173099	20201	102299	28.02.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	102299	?
1	M	13	8592	1	31659790026	4130104	2922399	2	3080	173099	20402	101799	31.12.2020	1	MASS	60001	-1	5000010	1865	148199	918,75	-1	101799	?
10	M	40	8607	-1	31006976026	11040393	2059199	6	3080	172799	20402	101799	31.01.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	54	8625	254	1006815626	4130200	2058599	6	3080	173099	20402	101799	31.07.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
18	M	52	8619	6	1059624326	4080000	2058699	4	3080	173099	20402	101799	30.06.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	40	1026	-1	671917726	11040407	2058399	4	3080	172799	20202	102099	28.02.2021	1	MASS	9001	-1	-1	?	158799	1	-1	102099	?
10	M	99	-1	-1	984775826	4060100	2059099	4	3080	173099	20402	101799	31.01.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	101799	?
10	M	13	8592	-1	30589511026	11040393	2059199	6	3080	172799	20402	101799	31.05.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	40	8604	-1	1063292926	4080000	2058699	4	3080	173099	20202	102099	31.08.2021	1	MASS	9001	-1	900238	125	158799	2	-1	102099	?
17	M	99	-1	-1	987030826	4060100	2059099	4	3080	172799	20401	102199	28.02.2021	1	MASS	9000	-1	-1	?	158799	-1	-1	102199	?
17	M	99	-1	-1	1202804026	11040407	2058399	4	3080	172799	20402	101799	31.03.2021	1	MASS	9000	-1	-1	?	158799	-1	-1	101799	?
10	M	13	8596	220	671705526	11040407	2058399	4	3080	172799	20401	102199	31.12.2019	1	MASS	-2	-1	900238	125	151999	2	-1	102199	?
10	M	13	9013	-1	673233826	4080000	2058699	4	3080	173099	20402	101799	31.05.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	13	8592	7	873018326	11040393	2059199	1	3080	173099	20401	102199	31.05.2021	1	MASS	-2	-1	900238	125	158799	1	-1	102199	?
10	M	54	8624	-1	1050411626	4060100	2059099	4	3080	173099	20402	101799	31.03.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	18	8586	8586	997190026	4060100	2059099	4	3080	173099	20402	101799	30.11.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	38	9038	16	30308882026	4130800	2059599	1	3080	173099	20402	101799	31.07.2020	1	MASS	-2	-1	-1	?	158799	2	-1	101799	?
17	M	42	6984	-1	938005726	11040393	2059199	6	3080	172799	20402	101799	30.04.2019	1	MASS	-2	-1	-1	?	148199	2	-1	101799	?
17	M	99	-1	-1	1075591626	11040407	2058399	4	3080	172799	20402	101799	31.05.2021	1	MASS	9000	-1	-1	?	158799	-1	-1	101799	?
17	M	18	8586	8586	661301026	11040407	2058399	4	3080	172799	20202	102099	30.09.2020	1	MASS	9001	-1	-1	?	158799	1	-1	102099	?
17	M	40	8607	1	29088064026	4080000	2058699	4	3080	173099	20401	102199	31.03.2021	1	MASS	9001	-1	-1	?	158799	1	-1	102199	?
10	M	13	8596	425	812417226	11040393	2059199	1	3080	172799	20402	101799	30.11.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	52	5230	249	1075326026	11040393	2059199	1	3080	173099	20402	101799	30.06.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	52	8619	6	31133543026	4130500	2058999	2	3080	173099	20402	101799	31.01.2020	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
10	M	18	8586	-1	1094685526	11040407	2058399	4	3080	173099	20202	102099	30.06.2021	1	MASS	9001	-1	900238	125	158799	1	-1	102099	?
17	M	42	8618	-1	30000367026	4130900	2060699	2	3080	172799	20401	102199	31.07.2018	1	MASS	-2	-1	-1	?	151999	1	-1	102199	?
10	M	42	6984	17	884771526	4130200	2058599	6	3080	173099	20402	101799	31.07.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	99	-1	-1	813421826	11040407	2058399	4	3080	172799	20402	101799	30.09.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
1	M	99	-1	-1	1397236003417119492	11040407	2058399	4	3080	173099	20202	102099	31.03.2020	1	MASS	9000	0	900225	1034	158799	-13413,4	-1	102099	?
10	M	52	8619	424	29441020026	11040393	2059199	6	3080	173099	20402	101799	31.07.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	55	9055	-1	670139626	11040407	2058399	4	3080	172799	20201	102299	28.02.2021	1	MASS	9001	-1	900238	125	158799	2	-1	102299	?
17	M	42	8610	-1	29043472026	11040407	2058399	4	3080	172799	20401	102199	29.02.2020	1	MASS	9001	-1	-1	?	158799	1	-1	102199	?
17	M	54	6991	4	29495060026	11040407	2058399	4	3080	173099	20402	101799	30.06.2020	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
18	M	52	8619	4	29156779026	4060100	2059099	4	3080	173099	20401	102199	30.11.2018	1	MASS	-2	-1	-1	?	151999	1	-1	102199	?
17	M	99	-1	-1	1054987226	11040407	2058399	4	3080	173099	20402	101799	31.08.2021	1	MASS	9000	-1	-1	?	158799	-2	-1	101799	?
10	M	54	8588	2	32423449026	4130800	2059599	1	3080	173099	20402	101799	28.02.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
17	M	16	8599	4	818027826	11040393	2059199	6	3080	173099	20402	101799	31.03.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	13	9013	9013	670897026	11040407	2058399	4	3080	172799	20402	101799	31.10.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	99	-1	-1	994426526	11040407	2058399	4	3080	172799	20202	102099	31.05.2021	1	MASS	9000	-1	-1	?	158799	-1	-1	102099	?
10	M	54	8622	563	30569815026	4130500	2058999	6	3080	173099	20401	102199	31.12.2019	1	MASS	-2	-1	900238	125	151999	2	-1	102199	?
17	M	44	8602	-1	30131556026	4130900	2060699	2	3080	172799	20402	101799	31.05.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	44	8646	13	32193035026	4080000	2058699	4	3080	173099	20402	101799	29.02.2020	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
10	M	42	6984	11	51433440042	4130101	2060599	6	3080	173099	20402	101799	31.08.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	55	8626	-1	925219726	4080000	2058699	4	3080	173099	20402	101799	30.09.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	38	9038	26	54919021042	4130104	2922399	2	3080	173099	20402	101799	30.06.2020	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
10	M	99	-1	-1	920518426	4080000	2058699	4	3080	173099	20300	101899	31.07.2020	1	MASS	9000	0	900238	125	158799	-4	-1	101899	?
10	M	42	6984	4	1258609326	4060100	2059099	4	3080	173099	20402	101799	30.11.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	42	9042	-1	1028397226	4130800	2059599	1	3080	172799	20401	102199	31.01.2018	1	MASS	-2	-1	900238	125	151999	1	-1	102199	?
10	M	13	8596	-1	754404726	11040407	2058399	4	3080	173099	20401	102199	30.09.2018	1	MASS	-2	-1	900238	125	151999	1	-1	102199	?
17	M	16	8598	11	30497466026	4130800	2059599	1	3080	173099	20402	101799	29.02.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	13	8592	8592	836343026	4080000	2058699	4	3080	172799	20201	102299	31.03.2019	1	MASS	-2	-1	900238	125	150599	1	-1	102299	?
17	M	13	9013	2	31417669026	4130101	2060599	6	3080	173099	20402	101799	31.03.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
17	M	13	9013	4	664652526	11040407	2058399	4	3080	173099	20402	101799	31.07.2020	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
10	M	99	-1	-1	30028053026	4080000	2058699	4	3080	173099	20402	101799	31.07.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	101799	?
10	M	99	-1	-1	1237322426	4080000	2058699	4	3080	172799	20402	101799	28.02.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	101799	?
10	M	42	8618	6	987567526	4080000	2058699	4	3080	173099	20402	101799	30.09.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
11	M	52	5230	1	32039800026	4130104	2922399	2	3080	173099	20402	101799	30.11.2019	1	MASS	-2	-1	900241	1029	148199	3	-1	101799	?
10	M	13	8595	-1	895834426	4080000	2058699	4	3080	172799	20202	102099	30.06.2018	1	MASS	-2	-1	900238	125	152299	1	-1	102099	?
10	M	99	-1	-1	932757626	11040407	2058399	4	3080	172799	20202	102099	28.02.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	102099	?
17	M	99	-1	-1	56962850042	4060100	2059099	4	3080	173099	20402	101799	31.01.2021	1	MASS	9000	-1	-1	?	158799	-1	-1	101799	?
17	M	54	1039	-1	30243454026	11040393	2059199	1	3080	172799	20402	101799	31.03.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	40	1026	43	1172719526	4130104	2922399	2	3080	173099	20401	102199	31.01.2021	1	MASS	-2	-1	-1	?	158799	1	-1	102199	?
10	M	16	8599	-1	661736626	11040407	2058399	4	3080	173099	20202	102099	31.03.2021	1	MASS	9001	-1	900238	125	158799	6	-1	102099	?
10	M	40	8639	3	1191062326	4130800	2059599	1	3080	173099	20402	101799	28.02.2021	1	MASS	-2	-1	900238	125	158799	2	-1	101799	?
10	M	40	17	1	31238918026	4130800	2059599	1	3080	173099	20402	101799	30.06.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
10	M	55	9055	9055	670641326	11040407	2058399	4	3080	172799	20202	102099	31.07.2019	1	MASS	-2	-1	900238	125	152299	2	-1	102099	104499
18	M	99	-1	-1	1010778326	4060100	2059099	4	3080	173099	20401	102199	30.06.2021	1	MASS	9000	-1	-1	?	158799	-1	-1	102199	?
17	M	99	-1	-1	28931297026	11040407	2058399	4	3080	173099	20402	101799	31.10.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
10	M	44	8646	-1	29943989026	4130900	2060699	2	3080	172799	20402	101799	31.01.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	38	9038	-1	29218022026	4130800	2059599	2	3080	173099	20402	101799	30.06.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	55	8628	-1	665969226	11040407	2058399	4	3080	172799	20300	101899	31.07.2021	1	MASS	9001	-1	900238	125	158799	5	-1	101899	?
10	M	42	9042	3	882393626	4130104	2922399	2	3080	173099	20402	101799	31.07.2020	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
17	M	13	8592	-1	31340109026	11040393	2059199	1	3080	172799	20402	101799	31.08.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	70	8645	1	1021300426	11040393	2059199	1	3080	173099	20402	102499	30.06.2020	1	MASS	-2	-1	900238	125	158799	1	-1	102499	?
17	M	40	8604	-1	663527626	11040393	2059199	6	3080	172799	20402	101799	28.02.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	99	-1	-1	673141726	11040407	2058399	4	3080	173099	20401	102199	31.05.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	102199	?
17	M	44	8047	-1	30892424026	11040393	2059199	6	3080	172799	20402	101799	31.01.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	13	8592	8592	993203826	11040407	2058399	4	3080	173099	20401	102199	31.07.2019	1	MASS	-2	-1	-1	?	151999	1	-1	102199	?
10	M	13	8593	-1	28887987026	11040407	2058399	4	3080	172799	20202	102099	31.05.2019	1	MASS	-2	-1	900238	125	152299	2	-1	102099	?
10	M	52	8619	-1	828325726	11040407	2058399	4	3080	173099	20402	101799	29.02.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
1	M	16	8597	1	663767526	11040407	2058399	4	3080	173099	20401	102199	31.12.2020	1	MASS	60001	-1	900225	1034	151999	1805,57	-1	102199	?
10	M	99	-1	-1	663661726	4080000	2058699	4	3080	172799	20202	102099	31.10.2020	1	MASS	9000	0	900238	125	158799	-1	-1	102099	?
17	M	40	8607	8607	969743826	4080000	2058699	4	3080	173099	20402	101799	30.09.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	49	-1	0	664346626	11040407	2058399	4	3080	172799	20202	102099	31.07.2021	1	MASS	9001	-1	900238	125	158799	1	-1	102099	?
10	M	13	9013	7	996036826	4130101	2060599	6	3080	173099	20402	101799	31.10.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	52	5221	-1	974154626	4130900	2060699	2	3080	173099	20402	101799	30.09.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	40	8640	-1	671308426	11040407	2058399	4	3080	173099	20202	102099	30.11.2019	1	MASS	-2	-1	-1	?	152299	1	-1	102099	?
17	M	44	8615	-1	1167827226	11040407	2058399	4	3080	173099	20402	101799	28.02.2021	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
17	M	42	8611	10	762797726	4130800	2059599	1	3080	173099	20402	101799	30.09.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
18	M	42	8618	263	987565626	4130500	2058999	6	3080	173099	20402	101799	31.08.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	52	5230	4	55964621042	11040393	2059199	1	3080	173099	20402	101799	31.01.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
17	M	52	8619	8619	1191930526	11040407	2058399	4	3080	173099	20402	101799	29.02.2020	1	MASS	9001	-1	-1	?	158799	2	-1	101799	?
10	M	42	8610	19	30688417026	4060100	2059099	4	3080	173099	20401	102199	30.06.2021	1	MASS	9001	-1	900238	125	158799	1	-1	102199	?
17	M	42	6984	-1	28851399026	11040393	2059199	1	3080	172799	20402	101799	31.01.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	54	8621	7	1447433691540359122	11040407	2058399	4	3080	173099	20402	101799	31.05.2020	1	MASS	9001	-1	900238	125	158799	3	-1	101799	?
17	M	99	-1	-1	1006117826	11040407	2058399	4	3080	172799	20402	101799	31.01.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
1	M	99	-1	-1	923981826	11040407	2058399	4	3080	173099	20402	101799	31.03.2020	1	MASS	9000	0	900225	1034	158799	-14477,4	-1	101799	?
10	M	99	-1	-1	1192336826	11040407	2058399	4	3080	173099	20402	101799	31.01.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	101799	?
10	M	99	-1	-1	895336226	4080000	2058699	4	3080	172799	20402	101799	31.10.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
10	M	99	-1	-1	669074226	11040407	2058399	4	3080	173099	20202	102099	30.04.2021	1	MASS	9000	-1	900238	125	158799	-10	-1	102099	?
10	M	13	9013	7	991481226	4080000	2058699	4	3080	173099	20402	101799	30.06.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	38	9038	52	826875726	4130104	2922399	2	3080	173099	20402	101799	29.02.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
1	M	42	8610	2	30854072026	11040393	2059199	1	3080	173099	20402	101799	30.06.2020	1	MASS	60001	-1	5000012	1865	158799	-2375	-1	101799	?
17	M	40	8609	1	970134326	11040407	2058399	4	3080	173099	20402	101799	31.01.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	99	-1	-1	30213940026	11040407	2058399	4	3080	173099	20401	102199	31.05.2021	1	MASS	9000	-1	-1	?	158799	-2	-1	102199	?
10	M	16	8598	8598	954608326	11040407	2058399	4	3080	172799	20402	101799	31.03.2021	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	44	8644	1	1019362826	4060100	2059099	4	3080	173099	20402	101799	31.01.2020	1	MASS	9001	-1	900238	125	158799	2	-1	101799	?
10	M	16	8598	251	955595326	4130400	2058299	6	3080	172799	20401	102199	30.04.2018	1	MASS	-2	-1	900238	125	151999	2	-1	102199	?
17	M	99	-1	-1	969924026	11040407	2058399	4	3080	172799	20401	102199	31.07.2021	1	MASS	9000	-1	-1	?	158799	-1	-1	102199	?
17	M	13	8596	3	56223461042	4130104	2922399	2	3080	173099	20402	101799	31.07.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
17	M	16	7003	7003	663656026	4080000	2058699	4	3080	172799	10100	101699	31.05.2019	1	MASS	-2	-1	-1	?	152599	2	-1	101699	?
10	M	44	8616	8616	49798210042	4080000	2058699	4	3080	173099	20402	101799	30.04.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
17	M	99	-1	-1	55850694042	4060100	2059099	4	3080	173099	20402	101799	30.06.2021	1	MASS	9000	-1	-1	?	158799	-1	-1	101799	?
17	M	13	-1	1	1335719955695304258	11040407	2058399	4	3080	173099	10100	101699	31.03.2020	1	MASS	9001	-1	-1	?	158799	1	-1	101699	?
17	M	16	8597	8597	663628526	11040407	2058399	4	3080	173099	20401	102199	31.01.2020	1	MASS	9001	-1	-1	?	158799	1	-1	102199	?
1	M	52	5230	13	1051696826	4130104	2922399	2	3080	173099	20402	101799	30.06.2021	1	MASS	60001	-1	10601042	1865	158799	-612,5	-1	101799	?
17	M	42	9042	5	32055091026	4130800	2059599	1	3080	173099	20402	101799	31.03.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
