nFinIndID	sPeriodType	nTB	nOSB	nVSP	nClientID	nProductMK	nProductGID	nCompanyGroupID	nChannelMK	nChannelGID	nSegmentMK	nSegmentGID	dtDate	nServiceChannelMK	sServiceChannelCd	nAdjTypeID	nPayTermId	nUFIID	nEFIID	nOrgProfitCenterGID	dvalue	nSegmentGID_RB	nSegmentGID_KIB	nIndustryGID
17	M	38	9038	8	56897316042	4130104	2922399	2	3080	173099	20402	101799	28.02.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	99	-1	-1	1036654526	4060100	2059099	4	3080	173099	20402	101799	30.06.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
10	M	42	8610	3	30332531026	11040393	2059199	2	3080	173099	20402	101799	30.06.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
17	M	99	-1	-1	706576826	11040407	2058399	4	3080	172799	20201	102299	31.03.2020	1	MASS	9000	0	-1	?	158799	-1	-1	102299	?
10	M	49	-1	585	661369326	11040407	2058399	4	3080	172799	20201	102299	31.12.2019	1	MASS	-2	-1	900238	125	150599	3	-1	102299	103799
17	M	54	8623	-1	673241426	11040407	2058399	4	3080	173099	20402	101799	30.09.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	40	8609	8609	670422726	11040407	2058399	4	3080	172799	20201	102299	30.11.2019	1	MASS	-2	-1	900238	125	150599	1	-1	102299	100399
17	M	99	-1	-1	31040900026	4060100	2059099	4	3080	173099	20402	101799	30.06.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
17	M	70	9070	5	1212252826	11040393	2059199	2	3080	173099	20402	101799	31.05.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	40	8606	54	979371326	11040407	2058399	4	3080	172799	20401	102199	31.01.2021	1	MASS	9001	-1	900238	125	158799	1	-1	102199	?
10	M	55	8638	-1	670965426	11040407	2058399	4	3080	172799	20402	101799	31.03.2020	1	MASS	9001	-1	900238	125	158799	4	-1	101799	?
10	M	42	8610	777	30519142026	11040393	2059199	6	3080	173099	20402	101799	31.12.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
1	M	13	9013	5	1079929426	4130103	2919599	6	3080	173099	20402	101799	30.04.2021	1	MASS	60001	-1	10601009	1033	158799	-962,5	-1	101799	?
10	M	99	-1	-1	978182826	11040407	2058399	4	3080	173099	20402	101799	28.02.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	101799	?
17	M	99	-1	-1	1012939926	11040407	2058399	4	3080	173099	20402	101799	31.12.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
10	M	44	8047	8047	30063236026	11040407	2058399	4	3080	173099	20402	101799	31.03.2021	1	MASS	9001	-1	900238	125	158799	2	-1	101799	?
10	M	40	8605	-1	673161326	11040407	2058399	4	3080	172799	20402	101799	28.02.2018	1	MASS	-2	-1	900238	125	148199	2	-1	101799	?
10	M	13	9013	2	670898026	11040407	2058399	4	3080	173099	20201	102299	30.06.2021	1	MASS	9001	-1	900238	125	158799	25	-1	102299	?
17	M	44	8634	10	29470982026	4060100	2059099	4	3080	173099	20402	101799	29.02.2020	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
17	M	54	6991	3	915779126	11040393	2059199	6	3080	173099	20402	101799	31.07.2020	1	MASS	-2	-1	-1	?	158799	2	-1	101799	?
10	M	54	8625	1	1006904726	4060100	2059099	4	3080	173099	20402	101799	31.05.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
17	M	38	9038	-1	971839026	11040407	2058399	4	3080	172799	20401	102199	31.08.2018	1	MASS	-2	-1	-1	?	151999	1	-1	102199	?
10	M	52	5221	5	28999496026	4080000	2058699	4	3080	173099	20402	101799	28.02.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	99	-1	-1	1165970326	11040407	2058399	4	3080	172799	20402	101799	31.05.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
17	M	42	8610	-1	30544053026	11040393	2059199	1	3080	172799	20401	102199	31.03.2018	1	MASS	-2	-1	-1	?	151999	1	-1	102199	?
17	M	13	9013	-1	664963826	11040407	2058399	4	3080	173099	20100	101999	31.08.2019	1	MASS	-2	-1	-1	?	152399	1	-1	101999	?
10	M	52	8619	-1	31654680026	11040407	2058399	4	3080	173099	20402	101799	31.05.2021	1	MASS	9001	-1	900238	125	158799	2	-1	101799	?
17	M	44	8644	-1	938774226	11040407	2058399	4	3080	172799	20402	101799	31.03.2021	1	MASS	9001	-1	-1	?	158799	3	-1	101799	?
10	M	52	8619	1	32492862026	4060100	2059099	4	3080	173099	20402	101799	31.01.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	13	8593	-1	664950226	11040407	2058399	4	3080	173099	20402	101799	31.10.2019	1	MASS	-2	-1	900238	125	148199	3	-1	101799	?
17	M	52	5221	1	902696926	4130200	2058599	2	3080	173099	20401	102199	30.06.2021	1	MASS	-2	-1	-1	?	158799	1	-1	102199	?
10	M	55	9055	5	853076126	11040393	2059199	1	3080	173099	20402	101799	28.02.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
17	M	52	8619	8619	664274726	11040407	2058399	4	3080	172799	20201	102299	31.08.2021	1	MASS	9001	-1	-1	?	158799	1	-1	102299	?
1	M	70	8635	2	671876926	11040407	2058399	4	3080	173099	20202	102099	31.03.2021	1	MASS	9001	-1	10601043	1034	158799	85538,36	-1	102099	?
17	M	54	1039	8213	1228991526	4060100	2059099	4	3080	173099	20402	101799	30.04.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
18	M	44	8047	1	818299026	4080000	2058699	4	3080	173099	20402	101799	31.07.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	54	8621	-1	1012939926	11040407	2058399	4	3080	173099	20402	101799	31.08.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
1	M	44	8047	9	1021437026	11040407	2058399	4	3080	173099	20401	102199	31.05.2021	1	MASS	60001	-1	10601043	1034	158799	-12600,38	-1	102199	?
17	M	38	9038	15	30448164026	4130104	2922399	2	3080	173099	20401	102199	30.11.2019	1	MASS	-2	-1	-1	?	151999	1	-1	102199	?
17	M	67	29	29	1046949726	11040407	2058399	4	3080	172799	20202	102099	29.02.2020	1	MASS	9001	-1	-1	?	158799	1	-1	102099	?
17	M	18	8603	1	854690926	11040393	2059199	1	3080	173099	20402	101799	31.03.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	18	8600	-1	903463826	11040407	2058399	4	3080	173099	20202	102099	30.06.2020	1	MASS	9001	-1	-1	?	158799	1	-1	102099	?
17	M	38	9038	-1	30261020026	4130900	2060699	2	3080	173099	20401	102199	31.03.2020	1	MASS	-2	-1	-1	?	158799	1	-1	102199	?
10	M	42	6984	6984	1168042126	4080000	2058699	4	3080	172799	20402	101799	30.04.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	99	-1	-1	976750626	4080000	2058699	4	3080	173099	20402	101799	31.01.2020	1	MASS	9000	0	900238	125	158799	-7	-1	101799	?
17	M	42	6984	9	982550326	4130800	2059599	1	3080	173099	20402	101799	31.10.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
17	M	99	-1	-1	29787446026	4060100	2059099	4	3080	173099	20402	101799	30.04.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
17	M	99	-1	-1	1031591426	4060100	2059099	4	3080	173099	20402	101799	31.07.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
10	M	54	1039	8213	934910326	11040407	2058399	4	3080	172799	20402	101799	30.09.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	16	7003	7003	1097539326	11040407	2058399	4	3080	172799	20202	102099	31.08.2019	1	MASS	-2	-1	-1	?	152299	1	-1	102099	?
17	M	13	9013	1	883292726	4130104	2922399	2	3080	173099	20402	101799	30.04.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	38	9038	44	1052880326	4130101	2060599	6	3080	173099	20202	102099	31.08.2020	1	MASS	-2	-1	900238	125	158799	1	-1	102099	?
10	M	52	5230	-1	666552926	11040407	2058399	4	3080	172799	20402	101799	28.02.2021	1	MASS	9001	-1	900238	125	158799	2	-1	101799	?
10	M	16	8597	-1	29510218026	11040407	2058399	4	3080	172799	20402	101799	30.09.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	99	-1	-1	1258805426	11040407	2058399	4	3080	173099	20402	101799	31.05.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	101799	?
17	M	13	9013	2	951736726	4130101	2060599	6	3080	173099	20402	101799	31.03.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
17	M	38	9038	11	30455698026	4130800	2059599	1	3080	173099	20402	101799	31.05.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	42	8612	0	1068244226	11040407	2058399	4	3080	173099	20402	101799	30.04.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
17	M	44	8644	0	671928926	11040407	2058399	4	3080	172799	20300	101899	30.04.2020	1	MASS	9001	-1	-1	?	158799	2	-1	101899	?
17	M	54	8624	-1	1151758526	11040407	2058399	4	3080	172799	20402	101799	30.09.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	13	9013	-1	993761226	11040407	2058399	4	3080	172799	20402	101799	31.05.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	40	8604	4	31274478026	4060100	2059099	4	3080	173099	20402	101799	31.12.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	44	8634	10	30899102026	4130104	2922399	2	3080	173099	20401	102199	30.06.2020	1	MASS	-2	-1	-1	?	158799	1	-1	102199	?
17	M	99	-1	-1	953825226	4060100	2059099	4	3080	172799	20202	102099	31.07.2020	1	MASS	9000	0	-1	?	158799	-1	-1	102099	?
10	M	44	8615	5	30767843026	4060100	2059099	4	3080	173099	20402	101799	31.08.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	67	5940	-1	1038502026	4130900	2060699	2	3080	173099	20402	101799	30.06.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	44	8644	5	664982326	11040407	2058399	4	3080	173099	20402	101799	30.04.2021	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
10	M	99	-1	-1	909373626	11040407	2058399	4	3080	173099	20402	101799	30.06.2020	1	MASS	9000	0	900238	125	158799	-7	-1	101799	?
1	M	38	9038	45	820553826	4130800	2059599	1	3080	173099	20402	101799	29.02.2020	1	MASS	60001	-1	5000012	1865	148199	674,38	-1	101799	?
17	M	42	6984	6984	937991226	4060100	2059099	4	3080	172799	20402	101799	30.11.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	99	-1	-1	28836987026	4080000	2058699	4	3080	173099	20202	102099	31.03.2021	1	MASS	9000	-1	900238	125	158799	-2	-1	102099	?
10	M	42	8613	8613	1050939926	4080000	2058699	4	3080	172799	20402	101799	30.09.2018	1	MASS	-2	-1	900238	125	148199	2	-1	101799	?
11	M	38	9038	-1	664146626	11040407	2058399	4	3080	173099	20402	101799	31.01.2019	1	MASS	-2	-1	900241	1029	148199	1	-1	101799	?
17	M	18	8586	183	1026721926	11040407	2058399	4	3080	172799	20402	101799	31.10.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	54	8621	8	661422226	11040407	2058399	4	3080	173099	20401	102199	31.07.2021	1	MASS	9001	-1	-1	?	158799	1	-1	102199	?
10	M	99	-1	-1	1044995426	11040407	2058399	4	3080	173099	20402	101799	31.08.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
10	M	16	8598	6	954251026	4130800	2059599	1	3080	173099	20402	101799	31.07.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
17	M	40	8609	8609	969942226	11040407	2058399	4	3080	172799	20402	101799	30.06.2021	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
10	M	42	9042	12	831789026	4080000	2058699	4	3080	173099	20402	101799	31.12.2019	1	MASS	-2	-1	900238	125	148199	2	-1	101799	?
17	M	44	8644	3	820283826	11040407	2058399	4	3080	172799	20402	101799	31.01.2018	1	MASS	-2	-1	-1	?	148199	2	-1	101799	?
10	M	99	-1	-1	1045111626	11040407	2058399	4	3080	172799	20402	101799	31.07.2021	1	MASS	9000	-1	900238	125	158799	-2	-1	101799	?
1	M	70	8636	1	854960526	4130900	2060699	2	3080	173099	20402	101799	31.03.2020	1	MASS	-2	-1	5000010	1865	158799	5833,33	-1	101799	?
17	M	40	1025	11	29783937026	4060100	2059099	4	3080	173099	20402	101799	31.05.2021	1	MASS	9001	-1	-1	?	158799	2	-1	101799	?
17	M	42	8614	1	803253626	11040393	2059199	1	3080	173099	20402	101799	30.04.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
17	M	99	-1	-1	661649526	11040407	2058399	4	3080	172799	20201	102299	30.04.2020	1	MASS	9000	0	-1	?	158799	-2	-1	102299	?
10	M	54	8621	-1	1012939926	11040407	2058399	4	3080	173099	20402	101799	31.07.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	99	-1	-1	66533525042	4080000	2058699	4	3080	173099	20202	102099	31.08.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	102099	?
10	M	99	-1	-1	32075976026	4060100	2059099	4	3080	173099	20402	101799	30.09.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
10	M	55	8637	-1	30863788026	11040393	2059199	6	3080	172799	20402	101799	30.04.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	52	8619	4	31067903026	11040393	2059199	1	3080	173099	20402	101799	31.07.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	44	8047	-1	1076718826	11040407	2058399	4	3080	172799	20402	101799	30.04.2021	1	MASS	9001	-1	-1	?	158799	2	-1	101799	?
10	M	99	-1	-1	29099811026	4060100	2059099	4	3080	173099	20402	101799	31.10.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
17	M	99	-1	-1	670599626	11040407	2058399	4	3080	172799	20401	102199	31.12.2020	1	MASS	9000	0	-1	?	158799	-4	-1	102199	?
17	M	99	-1	-1	1166516726	11040407	2058399	4	3080	173099	20402	101799	30.04.2020	1	MASS	9000	0	-1	?	158799	-2	-1	101799	?
17	M	44	8644	8644	1020681826	4080000	2058699	4	3080	173099	20402	101799	31.03.2021	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
10	M	42	8618	8618	1273680626	11040407	2058399	4	3080	173099	20402	101799	31.05.2019	1	MASS	-2	-1	900238	125	148199	18	-1	101799	?
17	M	54	6991	-1	31000101026	11040407	2058399	4	3080	172799	20401	102199	30.06.2021	1	MASS	9001	-1	-1	?	158799	2	-1	102199	?
17	M	99	-1	-1	1035965826	4080000	2058699	4	3080	173099	20402	101799	31.01.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
10	M	54	1039	-1	29799987026	4130200	2058599	2	3080	172799	20402	101799	31.01.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	52	8619	156	672983226	11040407	2058399	4	3080	172799	20401	102199	28.02.2018	1	MASS	-2	-1	900238	125	151999	2	-1	102199	?
10	M	52	5230	-1	993405126	4060100	2059099	4	3080	172799	20402	101799	28.02.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	40	8607	-1	1343141650499996470	4130102	2113099	2	3080	173099	20201	102299	31.05.2020	1	MASS	-2	-1	-1	?	158799	1	-1	102299	?
10	M	99	-1	-1	30061337026	11040407	2058399	4	3080	172799	20402	101799	31.08.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
1	M	44	8646	12	31117674026	4060100	2059099	4	3080	173099	20402	101799	29.02.2020	1	MASS	60001	-1	900225	1034	158799	-16875	-1	101799	?
10	M	44	8634	-1	31055726026	4060100	2059099	4	3080	173099	20202	102099	30.11.2020	1	MASS	9001	-1	900238	125	158799	1	-1	102099	?
1	M	16	5940	9	1048424426	11040393	2059199	2	3080	173099	20402	101799	31.08.2021	1	MASS	60001	-1	10601020	1865	148199	3750	-1	101799	?
17	M	77	-1	-1	954875526	11040407	2058399	4	3080	172799	20201	102299	30.06.2019	1	MASS	-2	-1	-1	?	150599	1	-1	102299	?
17	M	99	-1	-1	994399826	11040407	2058399	4	3080	172799	20402	101799	30.04.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
1	M	52	8619	1	51360806042	4080000	2058699	4	3080	173099	20402	101799	30.04.2019	1	MASS	-2	-1	900225	1034	148199	1750	-1	101799	?
10	M	99	-1	-1	1050789926	11040407	2058399	4	3080	172799	20401	102199	28.02.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	102199	?
17	M	55	9055	21	51863063042	4130101	2060599	6	3080	173099	20402	101799	31.12.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
13	M	42	6984	1	832169426	4130800	2059599	1	3080	173099	20402	101799	31.07.2021	1	MASS	-2	-1	900244	1030	158799	1	-1	101799	?
17	M	42	6984	6984	30994936026	11040407	2058399	4	3080	172799	20402	101799	31.10.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	54	8588	8588	674301726	11040407	2058399	4	3080	172799	20202	102099	30.06.2019	1	MASS	-2	-1	-1	?	152299	1	-1	102099	?
10	M	42	9042	-1	776634126	11040407	2058399	4	3080	172799	20402	101799	31.08.2021	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	52	8619	13	985413626	4130800	2059599	1	3080	173099	20402	101799	31.07.2020	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
17	M	40	8604	-1	31343132026	4080000	2058699	4	3080	173099	20402	101799	31.01.2021	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
17	M	42	8610	1	55422749042	4130104	2922399	2	3080	173099	20402	101799	30.11.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	44	8616	-1	28992835026	4080000	2058699	4	3080	172799	20402	101799	30.04.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	40	1023	-1	30528801026	11040393	2059199	6	3080	172799	20402	101799	31.03.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	13	9013	9013	993737626	11040407	2058399	4	3080	173099	20401	102199	31.07.2019	1	MASS	-2	-1	-1	?	151999	1	-1	102199	?
10	M	38	9038	-1	30759034026	11040393	2059199	1	3080	172799	20402	101799	31.05.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	38	9038	-1	903964226	4060100	2059099	4	3080	172799	20402	101799	31.12.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	99	-1	-1	808657526	11040407	2058399	4	3080	173099	20402	101799	31.07.2020	1	MASS	9000	0	900238	125	158799	-6	-1	101799	?
10	M	44	8644	-1	1022749426	11040407	2058399	4	3080	173099	20300	101899	31.10.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101899	?
10	M	18	8600	-1	32242703026	4060100	2059099	4	3080	173099	20402	101799	31.03.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	44	8644	5	32486581026	4130800	2059599	1	3080	173099	20402	101799	31.01.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	52	5221	5	912330426	11040407	2058399	4	3080	173099	20402	101799	30.09.2020	1	MASS	9001	-1	900238	125	158799	4	-1	101799	?
10	M	16	7003	-1	1058488526	11040407	2058399	4	3080	173099	20401	102199	31.07.2020	1	MASS	9001	-1	900238	125	158799	1	-1	102199	?
10	M	13	9013	263	664066226	4080000	2058699	4	3080	173099	20402	101799	30.11.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	44	8644	8644	1007667326	11040407	2058399	4	3080	173099	20402	101799	31.07.2018	1	MASS	-2	-1	900238	125	148199	2	-1	101799	?
17	M	44	8646	-1	1220179626	11040407	2058399	4	3080	172799	20402	101799	30.09.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	99	-1	-1	886368626	4060100	2059099	4	3080	172799	20402	101799	31.07.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
10	M	40	-1	1	661744226	4130102	2113099	1	3080	173099	20202	102099	30.09.2019	1	MASS	-2	-1	900238	125	152299	1	-1	102099	102299
11	M	55	8637	-1	814828026	11040407	2058399	4	3080	173099	20401	102199	31.01.2021	1	MASS	9001	-1	900241	1029	158799	1	-1	102199	?
10	M	55	9055	-1	671449226	11040407	2058399	4	3080	172799	20202	102099	31.07.2018	1	MASS	-2	-1	900238	125	152299	1	-1	102099	?
17	M	99	-1	-1	956270826	11040407	2058399	4	3080	173099	20402	101799	30.04.2021	1	MASS	9000	-1	-1	?	158799	-3	-1	101799	?
10	M	99	-1	-1	1156653026	4060100	2059099	4	3080	173099	20300	101899	31.08.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	101899	?
10	M	99	-1	-1	673481726	11040407	2058399	4	3080	173099	20401	102199	31.01.2020	1	MASS	9000	0	900238	125	158799	-1	-1	102199	?
17	M	52	5221	8	31905738026	4060100	2059099	4	3080	173099	20402	101799	31.12.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	42	8610	-1	661400426	11040407	2058399	4	3080	172799	20201	102299	31.07.2020	1	MASS	9001	-1	900238	125	158799	3	-1	102299	?
17	M	99	-1	-1	32393548026	11040407	2058399	4	3080	173099	20402	101799	31.03.2021	1	MASS	9000	-1	-1	?	158799	-1	-1	101799	?
10	M	42	8618	-1	946647326	11040407	2058399	4	3080	173099	20402	101799	31.05.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
17	M	55	8638	8638	950736326	11040407	2058399	4	3080	173099	20402	101799	31.08.2021	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
17	M	18	8600	-1	30170558026	4080000	2058699	4	3080	172799	20402	101799	31.03.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	44	8646	-1	1045893126	11040407	2058399	4	3080	173099	20402	101799	30.09.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	99	-1	-1	1198721826	4060100	2059099	4	3080	173099	20402	101799	30.06.2021	1	MASS	9000	-1	-1	?	158799	-1	-1	101799	?
10	M	55	8627	3	965340226	11040393	2059199	2	3080	173099	20402	101799	31.08.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
10	M	18	8603	8603	673658626	4060100	2059099	4	3080	173099	20300	101899	30.04.2019	1	MASS	-2	-1	900238	125	151699	4	-1	101899	?
17	M	40	1024	-1	694454126	11040407	2058399	4	3080	173099	20202	102099	31.08.2021	1	MASS	9001	-1	-1	?	158799	1	-1	102099	?
1	M	54	1039	-1	937997326	4130800	2059599	2	3080	173099	20402	101799	30.04.2021	1	MASS	60001	-1	10601020	1865	158799	-2922,29	-1	101799	?
1	M	13	8593	2	753033526	11040407	2058399	4	3080	173099	20402	101799	30.11.2018	1	MASS	-2	-1	900225	1034	148199	17536,3	-1	101799	?
10	M	42	8589	-1	32543774026	4080000	2058699	4	3080	173099	20202	102099	31.03.2021	1	MASS	9001	-1	900238	125	158799	4	-1	102099	?
17	M	40	8604	197	1062940126	4060100	2059099	4	3080	172799	20402	101799	30.11.2019	1	MASS	-2	-1	-1	?	148199	2	-1	101799	?
10	M	55	8627	-1	1260033926	11040393	2059199	6	3080	172799	20402	101799	31.05.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
13	M	67	5940	5	1077898526	4130900	2060699	2	3080	173099	20401	102199	31.12.2019	1	MASS	-2	-1	900244	1030	151999	1	-1	102199	?
17	M	16	29	-1	31242815026	4060100	2059099	4	3080	173099	20402	101799	30.09.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	99	-1	-1	30430098026	11040407	2058399	4	3080	173099	20402	101799	30.06.2020	1	MASS	9000	0	-1	?	158799	-3	-1	101799	?
10	M	16	8599	2	958588826	4130101	2060599	6	3080	173099	20402	101799	31.03.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
10	M	99	-1	-1	29271243026	4060100	2059099	4	3080	173099	20201	102299	30.04.2020	1	MASS	9000	0	900238	125	158799	-1	-1	102299	?
17	M	18	8603	8603	31012635026	4060100	2059099	4	3080	173099	20402	101799	31.08.2020	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
10	M	52	5230	15	995447426	4130800	2059599	1	3080	173099	20402	101799	31.12.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	42	6984	12	29477533026	4060100	2059099	4	3080	173099	20402	101799	30.06.2020	1	MASS	9001	-1	-1	?	158799	2	-1	101799	?
17	M	54	8623	3	49803648042	4060100	2059099	4	3080	173099	20402	101799	30.04.2020	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
17	M	67	1791	-1	1195311226	4130900	2060699	2	3080	173099	20402	101799	31.12.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	13	9013	-1	30655446026	4130101	2060599	2	3080	172799	20402	101799	30.04.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
18	M	99	-1	-1	32388148026	4060100	2059099	4	3080	173099	20402	101799	31.08.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
17	M	55	9055	-1	1116088626	4080000	2058699	4	3080	173099	20202	102099	30.11.2018	1	MASS	-2	-1	-1	?	152299	1	-1	102099	?
10	M	42	8610	-1	759301026	4130900	2060699	2	3080	172799	20401	102199	31.03.2018	1	MASS	-2	-1	900238	125	151999	1	-1	102199	?
10	M	18	8603	-1	843015526	11040407	2058399	4	3080	172799	20402	101799	30.04.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
17	M	42	9042	16	1069391426	11040393	2059199	1	3080	173099	20402	101799	30.09.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
1	M	54	8622	2	1010464626	11040393	2059199	1	3080	173099	20402	101799	31.01.2021	1	MASS	60001	-1	10601031	1865	158799	-1750	-1	101799	?
10	M	99	-1	-1	973206226	11040407	2058399	4	3080	173099	20402	101799	31.08.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
1	M	54	8622	7	1272996226	4130104	2922399	2	3080	173099	20402	101799	31.10.2020	1	MASS	-2	-1	5000010	1865	158799	1225	-1	101799	?
17	M	70	8635	-1	1173376026	11040393	2059199	6	3080	172799	20402	101799	31.08.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	99	-1	-1	666004426	11040407	2058399	4	3080	172799	20402	101799	28.02.2021	1	MASS	9000	-1	-1	?	158799	-2	-1	101799	?
10	M	52	5221	7	31593924026	4060100	2059099	4	3080	173099	20402	101799	31.07.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	18	8586	-1	880142426	11040407	2058399	4	3080	172799	20402	101799	31.12.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	54	8623	8623	1096971126	11040407	2058399	4	3080	172799	20402	101799	30.04.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	70	8635	6	826009326	11040393	2059199	6	3080	173099	20402	101799	31.07.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	99	-1	-1	1075437926	11040407	2058399	4	3080	172799	20402	101799	30.06.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
10	M	54	8621	-1	666116526	11040407	2058399	4	3080	172799	20401	102199	31.08.2019	1	MASS	-2	-1	900238	125	151999	7	-1	102199	?
